iso2,year,gender,age_group,cases
AM,2003,m,55-64,49.0
AM,2003,m,65+,18.0
AM,2003,f,0-14,2.0
AM,2003,f,15-24,29.0
AM,2003,f,25-34,31.0
AM,2003,f,35-44,13.0
AM,2003,f,45-54,12.0
AM,2003,f,55-64,9.0
AM,2003,f,65+,3.0
AM,2004,m,0-14,2.0
AM,2004,m,15-24,130.0
AM,2004,m,25-34,72.0
AM,2004,m,35-44,76.0
AM,2004,m,45-54,62.0
AM,2004,m,55-64,25.0
AM,2004,m,65+,24.0
AM,2004,f,0-14,1.0
AM,2004,f,15-24,24.0
AM,2004,f,25-34,17.0
AM,2004,f,35-44,12.0
AM,2004,f,45-54,10.0
AM,2004,f,55-64,3.0
AM,2004,f,65+,3.0
AM,2005,m,0-4,1.0
AM,2005,m,5-14,2.0
AM,2005,m,0-14,3.0
AM,2005,m,15-24,170.0
AM,2005,m,25-34,104.0
AM,2005,m,35-44,83.0
AM,2005,m,45-54,84.0
AM,2005,m,55-64,30.0
AM,2005,m,65+,24.0
AM,2005,m,unknown,0.0
AM,2005,f,0-4,0.0
AM,2005,f,5-14,3.0
AM,2005,f,0-14,3.0
AM,2005,f,15-24,27.0
AM,2005,f,25-34,21.0
AM,2005,f,35-44,10.0
AM,2005,f,45-54,11.0
AM,2005,f,55-64,4.0
AM,2005,f,65+,7.0
AM,2005,f,unknown,0.0
AM,2006,m,0-4,0.0
AM,2006,m,5-14,0.0
AM,2006,m,0-14,0.0
AM,2006,m,15-24,113.0
AM,2006,m,25-34,116.0
AM,2006,m,35-44,96.0
AM,2006,m,45-54,98.0
AM,2006,m,55-64,38.0
AM,2006,m,65+,17.0
AM,2006,m,unknown,0.0
AM,2006,f,0-4,0.0
AM,2006,f,5-14,3.0
AM,2006,f,0-14,3.0
AM,2006,f,15-24,28.0
AM,2006,f,25-34,29.0
AM,2006,f,35-44,16.0
AM,2006,f,45-54,15.0
AM,2006,f,55-64,7.0
AM,2006,f,65+,4.0
AM,2006,f,unknown,0.0
AM,2007,m,0-4,0.0
AM,2007,m,5-14,1.0
AM,2007,m,0-14,1.0
AM,2007,m,15-24,81.0
AM,2007,m,25-34,87.0
AM,2007,m,35-44,100.0
AM,2007,m,45-54,92.0
AM,2007,m,55-64,29.0
AM,2007,m,65+,20.0
AM,2007,m,unknown,0.0
AM,2007,f,0-4,0.0
AM,2007,f,5-14,2.0
AM,2007,f,0-14,2.0
AM,2007,f,15-24,31.0
AM,2007,f,25-34,22.0
AM,2007,f,35-44,11.0
AM,2007,f,45-54,7.0
AM,2007,f,55-64,7.0
AM,2007,f,65+,7.0
AM,2007,f,unknown,0.0
AM,2008,m,0-4,0.0
AM,2008,m,5-14,0.0
AM,2008,m,0-14,0.0
AM,2008,m,15-24,53.0
AM,2008,m,25-34,103.0
AM,2008,m,35-44,74.0
AM,2008,m,45-54,87.0
AM,2008,m,55-64,37.0
AM,2008,m,65+,15.0
AM,2008,m,unknown,0.0
AM,2008,f,0-4,0.0
AM,2008,f,5-14,4.0
AM,2008,f,0-14,4.0
AM,2008,f,15-24,44.0
AM,2008,f,25-34,25.0
AM,2008,f,35-44,10.0
AM,2008,f,45-54,14.0
AM,2008,f,55-64,10.0
AM,2008,f,65+,11.0
AM,2008,f,unknown,0.0
AN,1996,m,0-14,0.0
AN,1996,m,15-24,0.0
AN,1996,m,25-34,0.0
AN,1996,m,35-44,0.0
AN,1996,m,45-54,1.0
AN,1996,m,55-64,1.0
AN,1996,m,65+,1.0
AN,1996,f,0-14,0.0
AN,1996,f,15-24,0.0
AN,1996,f,25-34,0.0
AN,1996,f,35-44,1.0
AN,1996,f,45-54,0.0
AN,1996,f,55-64,0.0
AN,1996,f,65+,0.0
AN,1997,m,0-14,0.0
AN,1997,m,15-24,0.0
AN,1997,m,25-34,1.0
AN,1997,m,35-44,1.0
AN,1997,m,45-54,0.0
AN,1997,m,55-64,1.0
AN,1997,m,65+,3.0
AN,1997,f,0-14,0.0
AN,1997,f,15-24,0.0
AN,1997,f,25-34,2.0
AN,1997,f,35-44,2.0
AN,1997,f,45-54,1.0
AN,1997,f,55-64,1.0
AN,1997,f,65+,1.0
AN,1998,m,0-14,0.0
AN,1998,m,15-24,0.0
AN,1998,m,25-34,0.0
AN,1998,m,35-44,0.0
AN,1998,m,45-54,0.0
AN,1998,m,55-64,1.0
AN,1998,m,65+,2.0
AN,1998,f,0-14,0.0
AN,1998,f,15-24,1.0
AN,1998,f,25-34,0.0
AN,1998,f,35-44,2.0
AN,1998,f,45-54,1.0
AN,1998,f,55-64,0.0
AN,1998,f,65+,0.0
AN,1999,m,0-14,0.0
AN,1999,m,15-24,0.0
AN,1999,m,25-34,1.0
AN,1999,m,35-44,0.0
AN,1999,m,45-54,1.0
AN,1999,m,55-64,0.0
AN,1999,m,65+,0.0
AN,1999,f,0-14,0.0
AN,1999,f,15-24,1.0
AN,1999,f,25-34,1.0
AN,1999,f,35-44,0.0
AN,1999,f,45-54,0.0
AN,1999,f,55-64,0.0
AN,1999,f,65+,0.0
AN,2000,m,0-14,0.0
AN,2000,m,15-24,0.0
AN,2000,m,25-34,1.0
AN,2000,m,35-44,2.0
AN,2000,m,45-54,0.0
AN,2000,m,55-64,0.0
AN,2000,m,65+,0.0
AN,2000,f,0-14,0.0
AN,2000,f,15-24,0.0
AN,2000,f,25-34,1.0
AN,2000,f,35-44,0.0
AN,2000,f,45-54,0.0
AN,2000,f,55-64,1.0
AN,2000,f,65+,0.0
AN,2001,m,0-14,0.0
AN,2001,m,15-24,0.0
AN,2001,m,25-34,1.0
AN,2001,m,35-44,5.0
AN,2001,m,45-54,0.0
AN,2001,m,55-64,0.0
AN,2001,m,65+,0.0
AN,2001,f,0-14,0.0
AN,2001,f,15-24,0.0
AN,2001,f,25-34,1.0
AN,2001,f,35-44,0.0
AN,2001,f,45-54,0.0
AN,2001,f,55-64,1.0
AN,2001,f,65+,0.0
AN,2002,m,0-14,0.0
AN,2002,m,15-24,1.0
AN,2002,m,25-34,1.0
AN,2002,m,35-44,3.0
AN,2002,m,45-54,2.0
AN,2002,m,55-64,3.0
AN,2002,m,65+,1.0
AN,2002,f,0-14,0.0
AN,2002,f,15-24,1.0
AN,2002,f,25-34,0.0
AN,2002,f,35-44,0.0
AN,2002,f,45-54,1.0
AN,2002,f,55-64,0.0
AN,2002,f,65+,1.0
AN,2003,m,0-14,0.0
AN,2003,m,15-24,0.0
AN,2003,m,25-34,2.0
AN,2003,m,35-44,1.0
AN,2003,m,45-54,0.0
AN,2003,m,55-64,0.0
AN,2003,m,65+,3.0
AN,2003,f,0-14,0.0
AN,2003,f,15-24,0.0
AN,2003,f,25-34,1.0
AN,2003,f,35-44,1.0
AN,2003,f,45-54,0.0
AN,2003,f,55-64,1.0
AN,2003,f,65+,0.0
AN,2004,m,0-14,1.0
AN,2004,m,15-24,1.0
AN,2004,m,25-34,0.0
AN,2004,m,35-44,4.0
AN,2004,m,45-54,3.0
AN,2004,m,55-64,0.0
AN,2004,m,65+,1.0
AN,2004,f,0-14,0.0
AN,2004,f,15-24,0.0
AN,2004,f,35-44,1.0
AN,2004,f,45-54,0.0
AN,2004,f,55-64,0.0
AN,2004,f,65+,0.0
AN,2006,m,0-4,0.0
AN,2006,m,5-14,0.0
AN,2006,m,0-14,0.0
AN,2006,m,15-24,0.0
AN,2006,m,25-34,0.0
AN,2006,m,35-44,2.0
AN,2006,m,45-54,1.0
AN,2006,m,55-64,1.0
AN,2006,m,65+,0.0
AN,2006,f,0-4,0.0
AN,2006,f,5-14,1.0
AN,2006,f,0-14,1.0
AN,2006,f,15-24,0.0
AN,2006,f,25-34,0.0
AN,2006,f,35-44,0.0
AN,2006,f,45-54,0.0
AN,2006,f,55-64,0.0
AN,2006,f,65+,0.0
AO,1995,m,0-14,386.0
AO,1995,m,15-24,724.0
AO,1995,m,25-34,562.0
AO,1995,m,35-44,346.0
AO,1995,m,45-54,224.0
AO,1995,m,55-64,155.0
AO,1995,m,65+,14.0
AO,1995,f,0-14,371.0
AO,1995,f,15-24,707.0
AO,1995,f,25-34,443.0
AO,1995,f,35-44,264.0
AO,1995,f,45-54,248.0
AO,1995,f,55-64,130.0
AO,1995,f,65+,18.0
AO,1996,m,0-14,360.0
AO,1996,m,15-24,1036.0
AO,1996,m,25-34,926.0
AO,1996,m,35-44,1027.0
AO,1996,m,45-54,469.0
AO,1996,m,55-64,272.0
AO,1996,m,65+,169.0
AO,1996,f,0-14,388.0
AO,1996,f,15-24,1066.0
AO,1996,f,25-34,963.0
AO,1996,f,35-44,615.0
AO,1996,f,45-54,370.0
AO,1996,f,55-64,242.0
AO,1996,f,65+,113.0
AO,1997,m,0-14,419.0
AO,1997,m,15-24,913.0
AO,1997,m,25-34,1026.0
AO,1997,m,35-44,819.0
AO,1997,m,45-54,507.0
AO,1997,m,55-64,304.0
AO,1997,m,65+,193.0
AO,1997,f,0-14,431.0
AO,1997,f,15-24,1165.0
AO,1997,f,25-34,1007.0
AO,1997,f,35-44,627.0
AO,1997,f,45-54,411.0
AO,1997,f,55-64,234.0
AO,1997,f,65+,145.0
AO,1998,m,0-14,240.0
AO,1998,m,15-24,915.0
AO,1998,m,25-34,950.0
AO,1998,m,35-44,839.0
AO,1998,m,45-54,470.0
AO,1998,m,55-64,219.0
AO,1998,m,65+,135.0
AO,1998,f,0-14,297.0
AO,1998,f,15-24,1084.0
AO,1998,f,25-34,970.0
AO,1998,f,35-44,623.0
AO,1998,f,45-54,319.0
AO,1998,f,55-64,169.0
AO,1998,f,65+,92.0
AO,1999,m,0-14,391.0
AO,1999,m,15-24,1134.0
AO,1999,m,25-34,1237.0
AO,1999,m,35-44,973.0
AO,1999,m,45-54,518.0
AO,1999,m,55-64,314.0
AO,1999,m,65+,234.0
AO,1999,f,0-14,459.0
AO,1999,f,15-24,1197.0
AO,1999,f,25-34,1157.0
AO,1999,f,35-44,743.0
AO,1999,f,45-54,474.0
AO,1999,f,55-64,217.0
AO,1999,f,65+,194.0
AO,2000,m,0-14,186.0
AO,2000,m,15-24,999.0
AO,2000,m,25-34,1003.0
AO,2000,m,35-44,912.0
AO,2000,m,45-54,482.0
AO,2000,m,55-64,312.0
AO,2000,m,65+,194.0
AO,2000,f,0-14,247.0
AO,2000,f,15-24,1142.0
AO,2000,f,25-34,1091.0
AO,2000,f,35-44,844.0
AO,2000,f,45-54,417.0
AO,2000,f,55-64,200.0
AO,2000,f,65+,120.0
AO,2001,m,0-14,230.0
AO,2001,m,15-24,892.0
AO,2001,m,25-34,752.0
AO,2001,m,35-44,648.0
AO,2001,m,45-54,420.0
AO,2001,m,55-64,197.0
AO,2001,m,65+,173.0
AO,2001,f,0-14,279.0
AO,2001,f,15-24,993.0
AO,2001,f,25-34,869.0
AO,2001,f,35-44,647.0
AO,2001,f,45-54,323.0
AO,2001,f,55-64,200.0
AO,2001,f,65+,182.0
AO,2002,m,0-14,435.0
AO,2002,m,15-24,2223.0
AO,2002,m,25-34,2292.0
AO,2002,m,35-44,1915.0
AO,2002,m,45-54,1187.0
AO,2002,m,55-64,624.0
AO,2002,m,65+,444.0
AO,2002,f,0-14,640.0
AO,2002,f,15-24,2610.0
AO,2002,f,25-34,2208.0
AO,2002,f,35-44,1600.0
AO,2002,f,45-54,972.0
AO,2002,f,55-64,533.0
AO,2002,f,65+,305.0
AO,2003,m,0-14,409.0
AO,2003,m,15-24,2355.0
AO,2003,m,25-34,2598.0
AO,2003,m,35-44,1908.0
AO,2003,m,45-54,1090.0
AO,2003,m,55-64,512.0
AO,2003,m,65+,361.0
AO,2003,f,0-14,591.0
AO,2003,f,15-24,3078.0
AO,2003,f,25-34,2641.0
AO,2003,f,35-44,1747.0
AO,2003,f,45-54,1157.0
AO,2003,f,55-64,395.0
AO,2003,f,65+,129.0
AO,2004,m,0-14,554.0
AO,2004,m,15-24,2684.0
AO,2004,m,25-34,2659.0
AO,2004,m,35-44,1998.0
AO,2004,m,45-54,1196.0
AO,2004,m,55-64,561.0
AO,2004,m,65+,321.0
AO,2004,f,0-14,733.0
AO,2004,f,15-24,3198.0
AO,2004,f,25-34,2772.0
AO,2004,f,35-44,1854.0
AO,2004,f,45-54,1029.0
AO,2004,f,55-64,505.0
AO,2004,f,65+,269.0
AO,2005,m,0-14,520.0
AO,2005,m,15-24,2549.0
AO,2005,m,25-34,2797.0
AO,2005,m,35-44,1918.0
AO,2005,m,45-54,1255.0
AO,2005,m,55-64,665.0
AO,2005,m,65+,461.0
AO,2005,f,0-14,704.0
AO,2005,f,15-24,2926.0
AO,2005,f,25-34,2682.0
AO,2005,f,35-44,1797.0
AO,2005,f,45-54,1138.0
AO,2005,f,55-64,581.0
AO,2005,f,65+,417.0
AO,2006,m,0-14,540.0
AO,2006,m,15-24,2632.0
AO,2006,m,25-34,3049.0
AO,2006,m,35-44,2182.0
AO,2006,m,45-54,1397.0
AO,2006,m,55-64,729.0
AO,2006,m,65+,428.0
AO,2006,f,0-14,689.0
AO,2006,f,15-24,2851.0
AO,2006,f,25-34,2892.0
AO,2006,f,35-44,1990.0
AO,2006,f,45-54,1223.0
AO,2006,f,55-64,583.0
AO,2006,f,65+,314.0
AO,2007,m,0-14,484.0
AO,2007,m,15-24,2824.0
AO,2007,m,25-34,3197.0
AO,2007,m,35-44,2255.0
AO,2007,m,45-54,1357.0
AO,2007,m,55-64,699.0
AO,2007,m,65+,465.0
AO,2007,f,0-14,703.0
AO,2007,f,15-24,2943.0
AO,2007,f,25-34,2721.0
AO,2007,f,35-44,1812.0
AO,2007,f,45-54,1041.0
AO,2007,f,55-64,554.0
AO,2007,f,65+,367.0
AO,2008,m,0-14,367.0
AO,2008,m,15-24,2970.0
AO,2008,m,25-34,3493.0
AO,2008,m,35-44,2418.0
AO,2008,m,45-54,1480.0
AO,2008,m,55-64,733.0
AO,2008,m,65+,420.0
AO,2008,m,unknown,0.0
AO,2008,f,0-14,512.0
AO,2008,f,15-24,3199.0
AO,2008,f,25-34,2786.0
AO,2008,f,35-44,2082.0
AO,2008,f,45-54,1209.0
AO,2008,f,55-64,556.0
AO,2008,f,65+,337.0
AO,2008,f,unknown,0.0
AR,1996,m,0-14,113.0
AR,1996,m,15-24,611.0
AR,1996,m,25-34,535.0
AR,1996,m,35-44,338.0
AR,1996,m,45-54,276.0
AR,1996,m,55-64,230.0
AR,1996,m,65+,286.0
AR,1996,f,0-14,107.0
AR,1996,f,15-24,643.0
AR,1996,f,25-34,591.0
AR,1996,f,35-44,528.0
AR,1996,f,45-54,546.0
AR,1996,f,55-64,520.0
AR,1996,f,65+,463.0
AR,1997,m,0-14,96.0
AR,1997,m,15-24,580.0
AR,1997,m,25-34,600.0
AR,1997,m,35-44,523.0
AR,1997,m,45-54,489.0
AR,1997,m,55-64,417.0
AR,1997,m,65+,393.0
AR,1997,f,0-14,133.0
AR,1997,f,15-24,566.0
AR,1997,f,25-34,511.0
AR,1997,f,35-44,336.0
AR,1997,f,45-54,240.0
AR,1997,f,55-64,199.0
AR,1997,f,65+,234.0
AR,1998,m,0-14,84.0
AR,1998,m,15-24,578.0
AR,1998,m,25-34,571.0
AR,1998,m,35-44,463.0
AR,1998,m,45-54,476.0
AR,1998,m,55-64,387.0
AR,1998,m,65+,370.0
AR,1998,f,0-14,94.0
AR,1998,f,15-24,558.0
AR,1998,f,25-34,498.0
AR,1998,f,35-44,271.0
AR,1998,f,45-54,229.0
AR,1998,f,55-64,207.0
AR,1998,f,65+,276.0
AR,1999,m,0-14,90.0
AR,1999,m,15-24,490.0
AR,1999,m,25-34,546.0
AR,1999,m,35-44,435.0
AR,1999,m,45-54,464.0
AR,1999,m,55-64,384.0
AR,1999,m,65+,380.0
AR,1999,f,0-14,108.0
AR,1999,f,15-24,502.0
AR,1999,f,25-34,442.0
AR,1999,f,35-44,292.0
AR,1999,f,45-54,210.0
AR,1999,f,55-64,177.0
AR,1999,f,65+,249.0
AR,2000,m,0-14,97.0
AR,2000,m,15-24,278.0
AR,2000,m,25-34,594.0
AR,2000,m,35-44,402.0
AR,2000,m,45-54,419.0
AR,2000,m,55-64,368.0
AR,2000,m,65+,330.0
AR,2000,f,0-14,121.0
AR,2000,f,15-24,544.0
AR,2000,f,25-34,479.0
AR,2000,f,35-44,262.0
AR,2000,f,45-54,230.0
AR,2000,f,55-64,179.0
AR,2000,f,65+,216.0
AR,2001,m,0-14,78.0
AR,2001,m,15-24,682.0
AR,2001,m,25-34,611.0
AR,2001,m,35-44,495.0
AR,2001,m,45-54,471.0
AR,2001,m,55-64,404.0
AR,2001,m,65+,436.0
AR,2001,f,0-14,85.0
AR,2001,f,15-24,674.0
AR,2001,f,25-34,561.0
AR,2001,f,35-44,303.0
AR,2001,f,45-54,242.0
AR,2001,f,55-64,215.0
AR,2001,f,65+,249.0
AR,2002,m,0-14,70.0
AR,2002,m,15-24,612.0
AR,2002,m,25-34,658.0
AR,2002,m,35-44,463.0
AR,2002,m,45-54,477.0
AR,2002,m,55-64,389.0
AR,2002,m,65+,399.0
AR,2002,f,0-14,117.0
AR,2002,f,15-24,622.0
AR,2002,f,25-34,580.0
AR,2002,f,35-44,301.0
AR,2002,f,45-54,237.0
AR,2002,f,55-64,203.0
AR,2002,f,65+,255.0
AR,2003,m,0-14,89.0
AR,2003,m,15-24,574.0
AR,2003,m,25-34,565.0
AR,2003,m,35-44,413.0
AR,2003,m,45-54,461.0
AR,2003,m,55-64,366.0
AR,2003,m,65+,405.0
AR,2003,f,0-14,99.0
AR,2003,f,15-24,516.0
AR,2003,f,25-34,513.0
AR,2003,f,35-44,294.0
AR,2003,f,45-54,241.0
AR,2003,f,55-64,192.0
AR,2003,f,65+,231.0
AR,2004,m,0-14,64.0
AR,2004,m,15-24,588.0
AR,2004,m,25-34,543.0
AR,2004,m,35-44,399.0
AR,2004,m,45-54,387.0
AR,2004,m,55-64,332.0
AR,2004,m,65+,345.0
AR,2004,f,0-14,98.0
AR,2004,f,15-24,519.0
AR,2004,f,25-34,477.0
AR,2004,f,35-44,271.0
AR,2004,f,45-54,237.0
AR,2004,f,55-64,169.0
AR,2004,f,65+,237.0
AR,2005,m,0-14,64.0
AR,2005,m,15-24,621.0
AR,2005,m,25-34,530.0
AR,2005,m,35-44,358.0
AR,2005,m,45-54,384.0
AR,2005,m,55-64,340.0
AR,2005,m,65+,348.0
AR,2005,f,0-14,90.0
AR,2005,f,15-24,530.0
AR,2005,f,25-34,474.0
AR,2005,f,35-44,290.0
AR,2005,f,45-54,198.0
AR,2005,f,55-64,169.0
AR,2005,f,65+,240.0
AR,2006,m,0-4,19.0
AR,2006,m,5-14,48.0
AR,2006,m,0-14,67.0
AR,2006,m,15-24,519.0
AR,2006,m,25-34,484.0
AR,2006,m,35-44,360.0
AR,2006,m,45-54,351.0
AR,2006,m,55-64,346.0
AR,2006,m,65+,321.0
AR,2006,f,0-4,18.0
AR,2006,f,5-14,56.0
AR,2006,f,0-14,74.0
AR,2006,f,15-24,438.0
AR,2006,f,25-34,437.0
AR,2006,f,35-44,235.0
AR,2006,f,45-54,197.0
AR,2006,f,55-64,173.0
AR,2006,f,65+,213.0
AR,2007,m,0-4,14.0
AR,2007,m,5-14,63.0
AR,2007,m,0-14,77.0
AR,2007,m,15-24,656.0
AR,2007,m,25-34,623.0
AR,2007,m,35-44,401.0
AR,2007,m,45-54,415.0
AR,2007,m,55-64,389.0
AR,2007,m,65+,324.0
AR,2007,f,0-4,14.0
AR,2007,f,5-14,56.0
AR,2007,f,0-14,70.0
AR,2007,f,15-24,558.0
AR,2007,f,25-34,500.0
AR,2007,f,35-44,246.0
AR,2007,f,45-54,217.0
AR,2007,f,55-64,172.0
AR,2007,f,65+,246.0
AR,2008,m,0-4,11.0
AR,2008,m,5-14,58.0
AR,2008,m,0-14,69.0
AR,2008,m,15-24,633.0
AR,2008,m,25-34,611.0
AR,2008,m,35-44,390.0
AR,2008,m,45-54,416.0
AR,2008,m,55-64,364.0
AR,2008,m,65+,295.0
AR,2008,m,unknown,30.0
AR,2008,f,0-4,5.0
AR,2008,f,5-14,61.0
AR,2008,f,0-14,66.0
AR,2008,f,15-24,536.0
AR,2008,f,25-34,506.0
AR,2008,f,35-44,252.0
AR,2008,f,45-54,221.0
AR,2008,f,55-64,157.0
AR,2008,f,65+,204.0
AR,2008,f,unknown,8.0
AS,1997,m,0-14,1.0
AS,1997,m,15-24,0.0
AS,1997,m,25-34,0.0
AS,1997,m,35-44,1.0
AS,1997,m,45-54,1.0
AS,1997,m,55-64,1.0
AS,1997,m,65+,1.0
AS,1997,f,0-14,0.0
AS,1997,f,15-24,0.0
AS,1997,f,25-34,0.0
AS,1997,f,35-44,0.0
AS,1997,f,45-54,1.0
AS,1997,f,55-64,0.0
AS,1997,f,65+,0.0
AS,2000,m,45-54,1.0
AS,2000,m,55-64,1.0
AS,2000,f,45-54,1.0
AS,2001,f,35-44,1.0
AS,2001,f,55-64,1.0
AS,2002,m,55-64,1.0
AS,2003,m,55-64,1.0
AS,2003,f,45-54,1.0
AS,2004,m,55-64,2.0
AS,2004,f,45-54,1.0
AS,2005,f,25-34,1.0
AS,2005,f,45-54,2.0
AS,2006,f,25-34,1.0
AS,2006,f,45-54,2.0
AT,1995,m,0-14,4.0
AT,1995,m,15-24,37.0
AT,1995,m,25-34,95.0
AT,1995,m,35-44,82.0
AT,1995,m,45-54,89.0
AT,1995,m,55-64,71.0
AT,1995,m,65+,73.0
AT,1995,f,0-14,6.0
AT,1995,f,15-24,22.0
AT,1995,f,25-34,52.0
AT,1995,f,35-44,32.0
AT,1995,f,45-54,21.0
AT,1995,f,55-64,18.0
AT,1995,f,65+,59.0
AT,1997,m,0-14,24.0
AT,1997,m,15-24,59.0
AT,1997,m,25-34,117.0
AT,1997,m,35-44,170.0
AT,1997,m,45-54,168.0
AT,1997,m,55-64,122.0
AT,1997,m,65+,185.0
AT,1997,f,0-14,33.0
AT,1997,f,15-24,41.0
AT,1997,f,25-34,93.0
AT,1997,f,35-44,62.0
AT,1997,f,45-54,52.0
AT,1997,f,55-64,52.0
AT,1997,f,65+,172.0
AT,1999,m,0-14,0.0
AT,1999,m,15-24,13.0
AT,1999,m,25-34,40.0
AT,1999,m,35-44,54.0
AT,1999,m,45-54,52.0
AT,1999,m,55-64,37.0
AT,1999,m,65+,49.0
AT,1999,f,0-14,0.0
AT,1999,f,15-24,10.0
AT,1999,f,25-34,16.0
AT,1999,f,35-44,18.0
AT,1999,f,45-54,6.0
AT,1999,f,55-64,2.0
AT,1999,f,65+,26.0
AT,2000,m,0-14,1.0
AT,2000,m,15-24,17.0
AT,2000,m,25-34,30.0
AT,2000,m,35-44,59.0
AT,2000,m,45-54,42.0
AT,2000,m,55-64,23.0
AT,2000,m,65+,41.0
AT,2000,f,0-14,1.0
AT,2000,f,15-24,11.0
AT,2000,f,25-34,22.0
AT,2000,f,35-44,12.0
AT,2000,f,45-54,11.0
AT,2000,f,55-64,6.0
AT,2000,f,65+,22.0
AT,2001,m,0-14,1.0
AT,2001,m,15-24,15.0
AT,2001,m,25-34,27.0
AT,2001,m,35-44,39.0
AT,2001,m,45-54,37.0
AT,2001,m,55-64,37.0
AT,2001,m,65+,27.0
AT,2001,f,0-14,1.0
AT,2001,f,15-24,8.0
AT,2001,f,25-34,13.0
AT,2001,f,35-44,15.0
AT,2001,f,45-54,4.0
AT,2001,f,55-64,6.0
AT,2001,f,65+,18.0
AT,2002,m,0-14,1.0
AT,2002,m,15-24,8.0
AT,2002,m,25-34,14.0
AT,2002,m,35-44,32.0
AT,2002,m,45-54,43.0
AT,2002,m,55-64,20.0
AT,2002,m,65+,25.0
AT,2002,f,0-14,0.0
AT,2002,f,15-24,8.0
AT,2002,f,25-34,13.0
AT,2002,f,35-44,7.0
AT,2002,f,45-54,5.0
AT,2002,f,55-64,7.0
AT,2002,f,65+,21.0
AT,2003,m,0-14,0.0
AT,2003,m,15-24,19.0
AT,2003,m,25-34,31.0
AT,2003,m,35-44,37.0
AT,2003,m,45-54,43.0
AT,2003,m,55-64,19.0
AT,2003,m,65+,28.0
AT,2003,f,0-14,2.0
AT,2003,f,15-24,10.0
AT,2003,f,25-34,25.0
AT,2003,f,35-44,12.0
AT,2003,f,45-54,7.0
AT,2003,f,55-64,4.0
AT,2003,f,65+,12.0
AT,2004,m,0-14,1.0
AT,2004,m,15-24,19.0
AT,2004,m,25-34,19.0
AT,2004,m,35-44,38.0
AT,2004,m,45-54,27.0
AT,2004,m,55-64,24.0
AT,2004,m,65+,21.0
AT,2004,f,0-14,0.0
AT,2004,f,15-24,12.0
AT,2004,f,25-34,15.0
AT,2004,f,35-44,9.0
AT,2004,f,45-54,3.0
AT,2004,f,55-64,3.0
AT,2004,f,65+,16.0
AT,2005,m,0-4,1.0
AT,2005,m,5-14,0.0
AT,2005,m,0-14,1.0
AT,2005,m,15-24,32.0
AT,2005,m,25-34,23.0
AT,2005,m,35-44,22.0
AT,2005,m,45-54,41.0
AT,2005,m,55-64,24.0
AT,2005,m,65+,30.0
AT,2005,m,unknown,0.0
AT,2005,f,0-4,0.0
AT,2005,f,5-14,0.0
AT,2005,f,0-14,0.0
AT,2005,f,15-24,13.0
AT,2005,f,25-34,11.0
AT,2005,f,35-44,8.0
AT,2005,f,45-54,3.0
AT,2005,f,55-64,5.0
AT,2005,f,65+,10.0
AT,2005,f,unknown,0.0
AT,2006,m,0-4,0.0
AT,2006,m,5-14,1.0
AT,2006,m,0-14,1.0
AT,2006,m,15-24,9.0
AT,2006,m,25-34,25.0
AT,2006,m,35-44,36.0
AT,2006,m,45-54,39.0
AT,2006,m,55-64,19.0
AT,2006,m,65+,19.0
AT,2006,m,unknown,0.0
AT,2006,f,0-4,1.0
AT,2006,f,5-14,1.0
AT,2006,f,0-14,2.0
AT,2006,f,15-24,12.0
AT,2006,f,25-34,12.0
AT,2006,f,35-44,16.0
AT,2006,f,45-54,5.0
AT,2006,f,55-64,3.0
AT,2006,f,65+,15.0
AT,2006,f,unknown,0.0
AT,2007,m,5-14,1.0
AT,2007,m,0-14,1.0
AT,2007,m,15-24,12.0
AT,2007,m,25-34,15.0
AT,2007,m,35-44,27.0
AT,2007,m,45-54,26.0
AT,2007,m,55-64,18.0
AT,2007,m,65+,25.0
AT,2007,f,0-4,1.0
AT,2007,f,5-14,1.0
AT,2007,f,0-14,2.0
AT,2007,f,15-24,10.0
AT,2007,f,25-34,14.0
AT,2007,f,35-44,7.0
AT,2007,f,45-54,11.0
AT,2007,f,55-64,2.0
AT,2007,f,65+,19.0
AU,1997,m,0-14,1.0
AU,1997,m,15-24,8.0
AU,1997,m,25-34,24.0
AU,1997,m,35-44,18.0
AU,1997,m,45-54,13.0
AU,1997,m,55-64,17.0
AU,1997,m,65+,28.0
AU,1997,f,0-14,0.0
AU,1997,f,15-24,10.0
AU,1997,f,25-34,15.0
AU,1997,f,35-44,9.0
AU,1997,f,45-54,5.0
AU,1997,f,55-64,10.0
AU,1997,f,65+,12.0
AU,1998,m,0-14,0.0
AU,1998,m,15-24,11.0
AU,1998,m,25-34,22.0
AU,1998,m,35-44,18.0
AU,1998,m,45-54,13.0
AU,1998,m,55-64,15.0
AU,1998,m,65+,31.0
AU,1998,f,0-14,2.0
AU,1998,f,15-24,19.0
AU,1998,f,25-34,24.0
AU,1998,f,35-44,15.0
AU,1998,f,45-54,8.0
AU,1998,f,55-64,2.0
AU,1998,f,65+,24.0
AU,1999,m,0-14,0.0
AU,1999,m,15-24,13.0
AU,1999,m,25-34,40.0
AU,1999,m,35-44,54.0
AU,1999,m,45-54,52.0
AU,1999,m,55-64,37.0
AU,1999,m,65+,49.0
AU,1999,f,0-14,0.0
AU,1999,f,15-24,10.0
AU,1999,f,25-34,16.0
AU,1999,f,35-44,18.0
