,date,artist,track,time,position
453,2000-09-23,Ja Rule,Between Me And You,4:05,74
454,2000-07-01,"Jackson, Alan",It Must Be Love,2:53,74
455,1999-11-20,"Jackson, Alan",Pop A Top,3:04,73
456,2000-11-11,"Jackson, Alan",www.memory,2:36,59
457,1999-12-18,Jagged Edge,He Can't Love U,3:30,32
458,2000-05-13,Jagged Edge,Let's Get Married,4:23,66
459,2000-06-24,Janet,Doesn't Really Matte...,4:17,52
460,2000-03-04,Jay-Z,Anything,3:41,58
461,2000-04-29,Jay-Z,Big Pimpin',3:55,52
462,2000-01-22,Jay-Z,Do It Again (Put Ya ...,3:47,68
463,2000-08-19,Jay-Z,Hey Papi,3:40,100
464,2000-11-04,Jay-Z,I Just Wanna Love U ...,3:50,45
465,2000-10-14,"Jean, Wyclef",911,4:00,74
466,2000-01-08,Joe,I Wanna Know,4:57,86
467,2000-08-12,Joe,Treat Her Like A Lad...,4:12,75
468,2000-04-29,"John, Elton",Someday Out Of The B...,4:41,56
469,2000-04-29,"Jones, Donell",Where I Wanna Be,6:22,71
470,1999-10-30,"Jordan, Montell",Get It On.. Tonite,4:34,80
471,2000-02-12,Juvenile,U Understand,3:51,83
472,2000-08-12,Kandi,Don't Think I'm Not,3:50,66
473,2000-08-12,"Keith, Toby",Country Comes To Tow...,3:39,78
474,2000-02-05,"Keith, Toby",How Do You Like Me N...,3:29,72
475,1999-12-11,Kelis,Caught Out There,4:09,68
476,2000-01-01,Kenny G,Auld Lang Syne (The ...,7:50,89
477,2000-02-26,Kid Rock,Only God Knows Why,5:27,47
478,2000-04-01,"Kravitz, Lenny",I Belong To You,4:17,77
479,2000-03-11,Kumbia Kings,U Don't Love Me,3:50,64
480,2000-04-22,LFO,I Don't Wanna Kiss Y...,5:00,61
481,2000-08-12,LFO,West Side Story,3:27,84
482,2000-08-19,LL Cool J,Imagine That,4:00,98
483,2000-03-11,"Larrieux, Amel",Get Up,4:02,97
484,2000-02-05,"Lawrence, Tracy",Lessons Learned,2:55,73
485,2000-08-26,"Levert, Gerald",Baby U Are,4:10,89
486,2000-03-25,"Levert, Gerald",Mr. Too Damn Good,4:06,83
487,2000-08-26,Lil Bow Wow,Bounce With Me,3:22,35
488,1999-12-11,Lil Wayne,Tha Block Is Hot,4:13,89
489,2000-12-02,Lil' Kim,How Many Licks?,3:50,75
490,2000-07-22,Lil' Kim,No Matter What They ...,4:12,72
491,2000-08-19,Lil' Mo,Ta Da,4:17,99
492,2000-08-05,Lil' Zane,Callin' Me,3:43,89
493,1999-12-11,Limp Bizkit,N 2 Gether Now,3:55,88
494,1999-12-11,Limp Bizkit,Re-Arranged,4:08,91
495,2000-11-18,Limp Bizkit,Rollin',4:04,73
496,1999-06-12,Lonestar,Amazed,4:25,54
497,1999-12-25,Lonestar,Smile,3:33,80
498,2000-06-17,Lonestar,What About Now,3:30,72
499,2000-02-26,"Lopez, Jennifer",Feelin' Good,4:28,79
500,2000-09-23,"Loveless, Patty",That's The Kind Of M...,3:27,93
501,2000-03-25,Lox,"Ryde or Die, Chick",3:56,73
502,2000-05-27,Lucy Pearl,Dance Tonight,3:45,75
503,2000-10-07,Ludacris,What's Your Fantasy,4:16,83
504,1999-11-27,M2M,Don't Say You Love M...,3:41,53
505,2000-04-08,M2M,Mirror Mirror,3:19,87
506,2000-07-15,Madison Avenue,Don't Call Me Baby,3:44,96
507,2000-02-26,Madonna,American Pie,4:30,35
508,2000-08-19,Madonna,Music,3:45,23
509,2000-03-18,"Martin, Ricky",Private Emotion,4:02,67
510,1999-11-27,"Martin, Ricky",Shake Your Bon-Bon,3:08,66
511,2000-10-14,"Martin, Ricky",She Bangs,4:02,28
512,2000-04-01,Mary Mary,Shackles (Praise You...,3:12,76
514,2000-02-12,"McBride, Martina",Love's The Only Hous...,5:13,69
515,2000-09-16,"McBride, Martina",There You Are,3:26,75
516,2000-05-20,"McEntire, Reba",I'll Be,4:23,79
517,1999-11-06,"McEntire, Reba",What Do You Say,3:26,76
518,1999-12-04,"McGraw, Tim",My Best Friend,4:33,76
519,2000-10-28,"McGraw, Tim",My Next Thirty Years,3:37,62
520,2000-05-20,"McGraw, Tim",Some Things Never Ch...,3:56,66
521,2000-03-04,"McKnight, Brian",Stay Or Let It Go,4:32,92
522,2000-02-05,"Messina, Jo Dee",Because You Love Me,3:50,78
523,2000-07-01,"Messina, Jo Dee",That's The Way,3:17,67
524,2000-05-20,Metallica,I Disappear,4:26,84
525,2000-02-19,Metallica,No Leaf Clover (Live...,5:43,81
526,2000-03-11,Montgomery Gentry,Daddy Won't Sell The...,4:18,83
527,2000-09-16,"Montgomery, John Michael",The Little Girl,3:52,67
528,2000-11-04,"Moore, Chante",Straight Up,3:40,98
529,2000-06-24,"Moore, Mandy",I Wanna Be With You,4:12,63
530,2000-09-16,"Mumba, Samantha",Gotta Tell You,3:19,72
531,2000-10-21,Musiq,Just Friends,4:02,83
532,2000-08-26,Mya,Case Of The Ex (What...,3:50,57
533,2000-04-22,Mya,The Best Of Me,4:12,70
534,2000-08-19,Mystikal,Shake Ya Ass,4:46,90
535,2000-02-05,N'Sync,Bye Bye Bye,3:15,20
536,2000-05-13,N'Sync,It's Gonna Be Me,3:10,70
537,2000-10-07,N'Sync,This I Promise You,4:23,31
538,2000-04-01,Nas,You Owe Me,3:51,72
539,2000-05-06,Nelly,(Hot S**t) Country G...,4:17,99
540,2000-06-03,Next,Wifey,4:03,61
541,2000-05-13,Nine Days,Absolutely (Story Of...,3:09,71
542,2000-12-09,Nine Days,If I Am,4:18,68
543,2000-07-08,No Doubt,Simple Kind Of Life,4:11,40
544,2000-06-10,Nu Flavor,3 Little Words,3:54,97
545,2000-12-02,"Offspring, The",Original Prankster,3:42,71
546,2000-05-20,"Paisley, Brad",Me Neither,3:19,85
547,2000-10-21,"Paisley, Brad",We Danced,3:45,68
548,2000-08-05,Papa Roach,Last Resort,3:19,71
549,2000-05-20,Pearl Jam,Nothing As It Seems,5:20,70
550,2000-08-19,Pink,Most Girls,4:06,70
551,2000-03-11,Pink,There U Go,3:23,15
552,2000-07-22,"Price, Kelly",As We Lay,6:20,69
553,2000-05-20,"Price, Kelly",Love Sets You Free,3:46,91
554,2000-09-30,"Price, Kelly",You Should've Told M...,3:12,91
555,2000-09-23,Profyle,Liar,3:57,32
556,2000-02-19,Puff Daddy,Best Friend,5:33,59
557,2000-01-29,Q-Tip,Breathe And Stop,4:06,71
558,2000-01-01,R.E.M.,The Great Beyond,4:10,79
559,2000-05-13,Rascal Flatts,Prayin' For Daylight,3:36,78
560,2000-03-25,"Raye, Collin",Couldn't Last A Mome...,3:40,85
561,2000-08-05,Red Hot Chili Peppers,Californication,5:21,72
562,2000-02-19,Red Hot Chili Peppers,Otherside,4:13,72
563,1999-10-23,"Rimes, LeAnn",Big Deal,3:03,52
564,2000-09-16,"Rimes, LeAnn",Can't Fight The Moon...,3:33,71
565,2000-06-03,"Rimes, LeAnn",I Need You,3:42,68
566,2000-03-18,"Rogers, Kenny",Buy Me A Rose,3:46,72
567,2000-07-08,Ruff Endz,No More,3:56,38
568,2000-02-05,Sammie,I Like It,4:09,68
569,2000-02-19,Santana,"Maria, Maria",4:18,8
570,2000-04-15,Savage Garden,Crash And Burn,4:41,58
571,1999-10-30,Savage Garden,I Knew I Loved You,4:07,48
572,2000-01-01,SheDaisy,Deck The Halls,3:46,61
573,2000-07-22,SheDaisy,I Will.. But,3:40,74
574,2000-02-12,SheDaisy,This Woman Needs,3:20,70
575,2000-11-18,"Sheist, Shade",Where I Wanna Be,4:16,95
576,2000-09-16,Shyne,Bad Boyz,4:22,87
577,2000-07-08,"Simpson, Jessica",I Think I'm In Love ...,3:32,52
578,2000-04-08,"Simpson, Jessica",Where You Are,3:51,66
579,1999-11-27,Sisqo,Got To Get It,3:52,76
580,2000-07-01,Sisqo,Incomplete,3:52,66
581,2000-02-05,Sisqo,Thong Song,4:05,63
582,2000-07-22,Sister Hazel,Change Your Mind,4:02,67
583,1999-11-06,Smash Mouth,Then The Morning Com...,3:04,59
584,2000-02-19,"Smith, Will",Freakin' It,3:58,99
585,2000-04-15,Son By Four,A Puro Dolor (Purest...,3:30,80
586,2000-01-29,Sonique,It Feels So Good,3:48,52
587,2000-07-15,SoulDecision,Faded,3:25,90
588,2000-02-05,"Spears, Britney",From The Bottom Of M...,4:30,59
589,2000-08-19,"Spears, Britney",Lucky,3:23,41
590,2000-04-29,"Spears, Britney",Oops!.. I Did It Aga...,3:30,38
591,2000-03-11,"Spencer, Tracie",Still In My Heart,4:11,88
592,2000-06-17,Splender,I Think God Can Expl...,3:55,66
593,2000-05-20,Sting,Desert Rose,3:52,88
594,2000-07-15,Stone Temple Pilots,Sour Girl,4:16,79
595,2000-01-01,"Stone, Angie",No More Rain (In Thi...,4:42,86
596,2000-09-02,"Strait, George",Go On,3:48,67
597,2000-02-05,"Strait, George",The Best Day,3:24,64
598,2000-01-22,Sugar Ray,Falls Apart,4:15,64
599,2000-02-19,TLC,Dear Lie,4:36,55
600,2000-04-01,Tamar,If You Don't Wanna L...,4:02,98
601,2000-09-23,Tamia,Can't Go For That,3:38,86
602,2000-09-09,Third Eye Blind,Deep Inside Of You,4:10,73
603,2000-01-29,Third Eye Blind,Never Let You Go,3:57,32
604,2000-12-02,"Thomas, Carl",Emotional,4:31,63
605,2000-04-01,"Thomas, Carl",I Wish,3:50,64
606,2000-09-30,"Thomas, Carl",Summer Rain,4:57,82
607,2000-09-02,"Tippin, Aaron",Kiss This,2:53,72
608,1999-10-16,Train,Meet Virginia,3:55,67
609,2000-05-27,Trick Daddy,Shut Up,4:17,95
610,2000-09-16,Trina,Pull Over,2:58,93
611,2000-08-26,"Tritt, Travis",Best Of Intentions,4:15,86
612,2001-01-06,Tuesday,I Know,4:06,98
613,2000-07-22,"Urban, Keith",Your Everything,4:10,80
614,2000-11-11,Usher,Pop Ya Collar,3:36,64
615,2000-03-11,"Vassar, Phil",Carlene,4:07,67
616,2000-10-07,"Vassar, Phil",Just Another Day In ...,3:54,81
617,2000-01-29,Vertical Horizon,Everything You Want,4:01,61
618,2000-09-02,Vertical Horizon,You're A God,3:45,55
619,2000-04-22,Vitamin C,Graduation (Friends ...,4:23,64
620,2000-12-09,Vitamin C,The Itch,3:30,48
621,1999-12-11,"Walker, Clay","Live, Laugh, Love",4:06,95
622,2000-04-22,"Walker, Clay",The Chain Of Love,5:03,65
623,2000-11-04,"Wallflowers, The",Sleepwalker,3:29,73
624,2000-04-08,Westlife,Swear It Again,4:07,82
625,1999-11-27,"Williams, Robbie",Angels,3:56,77
626,2000-01-22,"Wills, Mark",Back At One,4:00,55
627,2000-06-24,"Worley, Darryl",When You Need My Lov...,3:35,88
628,2000-03-11,"Wright, Chely",It Was,3:51,78
629,2000-05-06,Yankee Grey,Another Nine Minutes,3:10,83
630,2000-04-08,"Yearwood, Trisha",Real Live Woman,3:55,83
631,2000-03-25,Ying Yang Twins,Whistle While You Tw...,4:19,94
632,2000-09-09,Zombie Nation,Kernkraft 400,3:30,99
633,2000-05-06,matchbox twenty,Bent,4:12,37
634,2000-03-11,2 Pac,Baby Don't Cry (Keep...,4:22,72
635,2000-09-16,2Ge+her,The Hardest Part Of ...,3:15,92
636,2000-04-22,3 Doors Down,Kryptonite,3:53,68
637,2000-11-04,3 Doors Down,Loser,4:24,72
638,2000-04-29,504 Boyz,Wobble Wobble,3:35,25
639,2000-09-02,98^0,Give Me Just One Nig...,3:24,34
640,2000-07-22,A*Teens,Dancing Queen,3:44,96
641,2000-02-12,Aaliyah,I Don't Wanna,4:15,51
642,2000-04-01,Aaliyah,Try Again,4:03,38
643,2000-09-09,"Adams, Yolanda",Open My Heart,5:30,74
644,2000-05-13,"Adkins, Trace",More,3:05,75
645,2000-08-19,"Aguilera, Christina",Come On Over Baby (A...,3:38,45
646,2000-04-29,"Aguilera, Christina",I Turn To You,4:00,30
647,1999-12-11,"Aguilera, Christina",What A Girl Wants,3:18,28
648,2000-04-22,Alice Deejay,Better Off Alone,6:50,53
649,2000-02-05,"Allan, Gary",Smoke Rings In The D...,4:18,76
650,1999-07-31,Amber,Sexual,4:38,96
652,2000-09-30,"Anthony, Marc",My Baby You,3:59,76
653,2000-03-11,"Anthony, Marc",You Sang To Me,3:50,50
654,2000-11-18,Avant,My First Love,4:28,56
655,2000-05-13,Avant,Separated,4:13,30
656,2000-05-13,BBMak,Back Here,3:35,60
657,2000-10-28,"Backstreet Boys, The",Shape Of My Heart,3:49,24
658,2000-01-15,"Backstreet Boys, The",Show Me The Meaning ...,3:54,55
659,2000-06-10,"Backstreet Boys, The",The One,3:46,43
660,2000-09-02,"Badu, Erkyah",Bag Lady,5:03,42
661,2000-08-05,Baha Men,Who Let The Dogs Out,3:17,85
662,2000-09-23,Barenaked Ladies,Pinch Me,3:46,69
663,2000-11-04,Beenie Man,Girls Dem Sugar,4:17,63
664,2000-06-03,Before Dark,Monica,4:04,80
665,2000-02-12,"Bega, Lou",Tricky Tricky ,3:23,87
666,2000-05-06,Big Punisher,It's So Hard,3:25,75
667,2000-03-18,Black Rob,Whoa!,4:04,53
668,2000-03-04,"Black, Clint",Been There,5:28,62
669,1999-11-06,Blaque,Bring It All To Me,3:46,50
670,1999-11-27,"Blige, Mary J.",Deep Inside,5:26,80
671,2000-04-29,"Blige, Mary J.",Give Me You,5:00,77
672,1999-12-18,Blink-182,All The Small Things,2:52,69
673,2000-04-01,Bloodhound Gang,The Bad Touch,4:20,55
674,2000-08-26,Bon Jovi,It's My Life,3:44,51
675,2000-04-01,"Braxton, Toni",He Wasn't Man Enough,4:21,48
676,2000-08-12,"Braxton, Toni",Just Be A Man About ...,4:10,51
677,2000-12-16,"Braxton, Toni",Spanish Guitar,4:24,98
678,2000-01-15,"Brock, Chad",A Country Boy Can Su...,3:54,92
679,2000-04-22,"Brock, Chad",Yes!,3:22,66
680,2000-06-24,Brooks & Dunn,You'll Always Be Lov...,2:58,85
681,2000-03-04,"Brooks, Garth",Do What You Gotta Do,2:56,72
682,2000-02-12,"Byrd, Tracy",Put Your Hand In Min...,4:30,76
683,2000-11-04,"Cagle, Chris",My Love Goes On And ...,3:02,94
684,2000-10-28,Cam'ron,What Means The World...,4:38,96
685,2000-07-08,"Carey, Mariah",Crybaby,5:19,48
686,1999-12-25,"Carey, Mariah",Thank God I Found Yo...,4:14,50
687,2000-09-09,"Carter, Aaron",Aaron's Party (Come ...,3:23,57
688,2000-07-08,"Carter, Torrey",Take That,3:43,86
689,2000-10-14,Changing Faces,That Other Woman,4:00,66
690,2000-11-04,"Chesney, Kenny",I Lost It,3:54,61
691,2000-04-15,"Chesney, Kenny",What I Need To Do,4:05,68
692,2000-12-02,Clark Family Experience,Meanwhile Back At Th...,2:56,81
693,2000-12-30,"Clark, Terri",A Little Gasoline,3:07,88
694,2000-08-19,Common,The Light,3:55,53
695,1999-11-20,Counting Crows,Hanginaround,4:07,66
696,1999-09-25,Creed,Higher,5:16,73
697,2000-05-27,Creed,With Arms Wide Open,3:52,76
698,2000-10-07,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,97
699,1999-12-25,D'Angelo,Left & Right,4:35,75
700,2000-02-05,D'Angelo,Untitled (How Does I...,7:10,35
701,2000-03-11,DMX,Party Up (Up In Here...,3:45,62
702,2000-07-15,DMX,What You Want,4:05,95
703,2000-01-29,DMX,What's My Name,3:50,69
704,2000-03-11,Da Brat,That's What I'm Look...,3:44,60
705,2000-06-17,Da Brat,What'Chu Like,3:57,54
706,2000-04-08,"Davidson, Clay",Unconditional,3:56,97
707,2001-01-06,De La Soul,All Good?,5:02,100
708,2000-10-07,Destiny's Child,Independent Women Pa...,3:38,49
709,2000-05-27,Destiny's Child,Jumpin' Jumpin',3:48,65
710,2000-01-08,Destiny's Child,Say My Name,4:31,44
711,2000-08-26,"Diffie, Joe",It's Always Somethin...,2:55,67
712,2000-01-15,"Diffie, Joe",The Quittin' Kind,3:23,100
713,1999-11-27,"Dion, Celine",That's The Way It Is,4:03,65
714,2000-07-08,"Dixie Chicks, The",Cold Day In July,5:12,76
715,1999-12-11,"Dixie Chicks, The",Cowboy Take Me Away,4:51,70
716,2000-04-01,"Dixie Chicks, The",Goodbye Earl,4:19,24
717,2000-10-21,"Dixie Chicks, The",Without You,3:32,63
718,2000-02-05,Dr. Dre,Forgot About Dre,3:42,47
719,2000-06-10,Dr. Dre,The Next Episode,2:38,58
720,2000-02-26,Drama,"Left, Right, Left",3:37,89
721,2000-10-14,Dream,He Loves U Not,3:43,81
722,2000-01-22,"Eastsidaz, The",G'D Up,4:27,89
724,1999-12-25,Eiffel 65,Blue,3:29,16
725,1999-12-11,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,13
726,2000-11-18,Eminem,Stan,5:26,57
727,2000-05-20,Eminem,The Real Slim Shady,4:42,20
728,2000-09-09,Eminem,The Way I Am,4:40,59
729,2000-07-01,En Vogue,Riddle,5:10,97
731,2000-11-04,"Evans, Sara",Born To Fly,5:36,64
732,2000-07-29,Eve,Got It All,3:48,88
733,2000-01-22,Eve,Love Is Blind,3:51,57
734,2000-07-22,Everclear,Wonderful,4:30,53
735,2000-06-24,"Fabian, Lara",I Will Love Again,3:43,75
736,1999-11-27,Fatboy Slim,The Rockafeller Skan...,4:00,94
737,1999-12-11,Filter,Take A Picture,4:23,64
738,1999-10-30,Foo Fighters,Learn To Fly,3:55,68
740,2000-11-25,Funkmaster Flex,Do You,4:14,95
742,2000-09-16,"Gill, Vince",Feels Like Love,4:13,74
743,2000-07-01,"Gilman, Billy",One Voice,4:07,82
744,1999-12-25,Ginuwine,None Of Ur Friends B...,4:12,71
745,2000-01-22,Ginuwine,The Best Man I Can B...,4:06,83
746,2000-05-06,Goo Goo Dolls,Broadway,3:54,53
747,2000-03-04,"Gray, Macy",I Try,3:52,47
748,2000-03-25,"Griggs, Andy",She's More,3:19,69
749,2000-01-01,Guy,Dancin',4:08,19
750,2000-05-06,Hanson,This Time Around,4:14,20
751,1999-12-11,"Hart, Beth",L.A. Song,3:47,98
752,2000-05-13,"Heatherly, Eric",Flowers On The Wall,3:16,88
753,2000-07-08,"Henley, Don",Taking You Home,4:08,74
754,2000-04-01,"Herndon, Ty",No Mercy,4:43,99
755,1999-11-20,"Hill, Faith",Breathe,4:04,62
756,2000-08-26,"Hill, Faith",Let's Make Love,4:11,73
757,2000-03-04,Hoku,Another Dumb Blonde,3:47,49
758,2000-04-08,"Hollister, Dave",Can't Stay,6:17,93
759,2000-03-04,Hot Boys,I Need A Hot Girl,4:16,71
760,2000-07-01,"Houston, Whitney",Could I Have This Ki...,3:54,68
761,2000-03-04,"Houston, Whitney",I Learned From The B...,4:18,83
762,1999-09-18,"Houston, Whitney",My Love Is Your Love,4:16,44
763,2000-07-01,"Houston, Whitney","Same Script, Differe...",4:45,71
764,1999-10-23,IMx,Stay The Night,3:37,45
765,1999-12-18,Ice Cube,You Can Do It,4:20,50
766,2000-06-24,Ideal,Whatever,3:48,67
767,2000-04-15,"Iglesias, Enrique",Be With You,3:36,34
768,1999-12-18,"Iglesias, Enrique",Rhythm Divine,7:35,79
769,2000-01-08,J-Shin,One Night Stand,4:34,69
770,2000-09-30,Ja Rule,Between Me And You,4:05,61
771,2000-07-08,"Jackson, Alan",It Must Be Love,2:53,68
772,1999-11-27,"Jackson, Alan",Pop A Top,3:04,70
773,2000-11-18,"Jackson, Alan",www.memory,2:36,59
774,1999-12-25,Jagged Edge,He Can't Love U,3:30,17
775,2000-05-20,Jagged Edge,Let's Get Married,4:23,55
776,2000-07-01,Janet,Doesn't Really Matte...,4:17,43
777,2000-03-11,Jay-Z,Anything,3:41,55
778,2000-05-06,Jay-Z,Big Pimpin',3:55,39
779,2000-01-29,Jay-Z,Do It Again (Put Ya ...,3:47,65
780,2000-08-26,Jay-Z,Hey Papi,3:40,98
781,2000-11-11,Jay-Z,I Just Wanna Love U ...,3:50,35
782,2000-10-21,"Jean, Wyclef",911,4:00,64
783,2000-01-15,Joe,I Wanna Know,4:57,69
784,2000-08-19,Joe,Treat Her Like A Lad...,4:12,63
785,2000-05-06,"John, Elton",Someday Out Of The B...,4:41,49
786,2000-05-06,"Jones, Donell",Where I Wanna Be,6:22,65
787,1999-11-06,"Jordan, Montell",Get It On.. Tonite,4:34,72
788,2000-02-19,Juvenile,U Understand,3:51,100
789,2000-08-19,Kandi,Don't Think I'm Not,3:50,66
790,2000-08-19,"Keith, Toby",Country Comes To Tow...,3:39,75
791,2000-02-12,"Keith, Toby",How Do You Like Me N...,3:29,59
792,1999-12-18,Kelis,Caught Out There,4:09,67
793,2000-01-08,Kenny G,Auld Lang Syne (The ...,7:50,7
794,2000-03-04,Kid Rock,Only God Knows Why,5:27,46
795,2000-04-08,"Kravitz, Lenny",I Belong To You,4:17,71
796,2000-03-18,Kumbia Kings,U Don't Love Me,3:50,62
797,2000-04-29,LFO,I Don't Wanna Kiss Y...,5:00,68
798,2000-08-19,LFO,West Side Story,3:27,88
800,2000-03-18,"Larrieux, Amel",Get Up,4:02,97
801,2000-02-12,"Lawrence, Tracy",Lessons Learned,2:55,61
802,2000-09-02,"Levert, Gerald",Baby U Are,4:10,92
803,2000-04-01,"Levert, Gerald",Mr. Too Damn Good,4:06,83
804,2000-09-02,Lil Bow Wow,Bounce With Me,3:22,24
805,1999-12-18,Lil Wayne,Tha Block Is Hot,4:13,92
806,2000-12-09,Lil' Kim,How Many Licks?,3:50,77
807,2000-07-29,Lil' Kim,No Matter What They ...,4:12,67
808,2000-08-26,Lil' Mo,Ta Da,4:17,97
809,2000-08-12,Lil' Zane,Callin' Me,3:43,57
810,1999-12-18,Limp Bizkit,N 2 Gether Now,3:55,85
811,1999-12-18,Limp Bizkit,Re-Arranged,4:08,90
812,2000-11-25,Limp Bizkit,Rollin',4:04,72
813,1999-06-19,Lonestar,Amazed,4:25,44
814,2000-01-01,Lonestar,Smile,3:33,80
815,2000-06-24,Lonestar,What About Now,3:30,66
816,2000-03-04,"Lopez, Jennifer",Feelin' Good,4:28,66
817,2000-09-30,"Loveless, Patty",That's The Kind Of M...,3:27,93
818,2000-04-01,Lox,"Ryde or Die, Chick",3:56,80
819,2000-06-03,Lucy Pearl,Dance Tonight,3:45,63
820,2000-10-14,Ludacris,What's Your Fantasy,4:16,63
821,1999-12-04,M2M,Don't Say You Love M...,3:41,62
822,2000-04-15,M2M,Mirror Mirror,3:19,94
823,2000-07-22,Madison Avenue,Don't Call Me Baby,3:44,93
824,2000-03-04,Madonna,American Pie,4:30,29
825,2000-08-26,Madonna,Music,3:45,18
826,2000-03-25,"Martin, Ricky",Private Emotion,4:02,71
827,1999-12-04,"Martin, Ricky",Shake Your Bon-Bon,3:08,52
828,2000-10-21,"Martin, Ricky",She Bangs,4:02,21
829,2000-04-08,Mary Mary,Shackles (Praise You...,3:12,72
831,2000-02-19,"McBride, Martina",Love's The Only Hous...,5:13,65
832,2000-09-23,"McBride, Martina",There You Are,3:26,75
833,2000-05-27,"McEntire, Reba",I'll Be,4:23,79
834,1999-11-13,"McEntire, Reba",What Do You Say,3:26,71
835,1999-12-11,"McGraw, Tim",My Best Friend,4:33,71
836,2000-11-04,"McGraw, Tim",My Next Thirty Years,3:37,56
837,2000-05-27,"McGraw, Tim",Some Things Never Ch...,3:56,66
838,2000-03-11,"McKnight, Brian",Stay Or Let It Go,4:32,82
839,2000-02-12,"Messina, Jo Dee",Because You Love Me,3:50,71
840,2000-07-08,"Messina, Jo Dee",That's The Way,3:17,63
841,2000-05-27,Metallica,I Disappear,4:26,88
842,2000-02-26,Metallica,No Leaf Clover (Live...,5:43,78
843,2000-03-18,Montgomery Gentry,Daddy Won't Sell The...,4:18,81
844,2000-09-23,"Montgomery, John Michael",The Little Girl,3:52,64
845,2000-11-11,"Moore, Chante",Straight Up,3:40,97
846,2000-07-01,"Moore, Mandy",I Wanna Be With You,4:12,54
847,2000-09-23,"Mumba, Samantha",Gotta Tell You,3:19,65
848,2000-10-28,Musiq,Just Friends,4:02,65
849,2000-09-02,Mya,Case Of The Ex (What...,3:50,52
850,2000-04-29,Mya,The Best Of Me,4:12,65
851,2000-08-26,Mystikal,Shake Ya Ass,4:46,65
852,2000-02-12,N'Sync,Bye Bye Bye,3:15,19
853,2000-05-20,N'Sync,It's Gonna Be Me,3:10,51
854,2000-10-14,N'Sync,This I Promise You,4:23,19
855,2000-04-08,Nas,You Owe Me,3:51,68
856,2000-05-13,Nelly,(Hot S**t) Country G...,4:17,96
857,2000-06-10,Next,Wifey,4:03,46
858,2000-05-20,Nine Days,Absolutely (Story Of...,3:09,59
859,2000-12-16,Nine Days,If I Am,4:18,81
860,2000-07-15,No Doubt,Simple Kind Of Life,4:11,39
861,2000-06-17,Nu Flavor,3 Little Words,3:54,89
862,2000-12-09,"Offspring, The",Original Prankster,3:42,70
863,2000-05-27,"Paisley, Brad",Me Neither,3:19,90
864,2000-10-28,"Paisley, Brad",We Danced,3:45,52
865,2000-08-12,Papa Roach,Last Resort,3:19,69
866,2000-05-27,Pearl Jam,Nothing As It Seems,5:20,84
867,2000-08-26,Pink,Most Girls,4:06,52
868,2000-03-18,Pink,There U Go,3:23,12
869,2000-07-29,"Price, Kelly",As We Lay,6:20,69
870,2000-05-27,"Price, Kelly",Love Sets You Free,3:46,98
871,2000-10-07,"Price, Kelly",You Should've Told M...,3:12,91
872,2000-09-30,Profyle,Liar,3:57,25
873,2000-02-26,Puff Daddy,Best Friend,5:33,62
874,2000-02-05,Q-Tip,Breathe And Stop,4:06,81
875,2000-01-08,R.E.M.,The Great Beyond,4:10,70
876,2000-05-20,Rascal Flatts,Prayin' For Daylight,3:36,72
877,2000-04-01,"Raye, Collin",Couldn't Last A Mome...,3:40,75
878,2000-08-12,Red Hot Chili Peppers,Californication,5:21,72
879,2000-02-26,Red Hot Chili Peppers,Otherside,4:13,65
880,1999-10-30,"Rimes, LeAnn",Big Deal,3:03,51
881,2000-09-23,"Rimes, LeAnn",Can't Fight The Moon...,3:33,79
882,2000-06-10,"Rimes, LeAnn",I Need You,3:42,67
883,2000-03-25,"Rogers, Kenny",Buy Me A Rose,3:46,65
884,2000-07-15,Ruff Endz,No More,3:56,19
885,2000-02-12,Sammie,I Like It,4:09,58
886,2000-02-26,Santana,"Maria, Maria",4:18,6
887,2000-04-22,Savage Garden,Crash And Burn,4:41,51
888,1999-11-06,Savage Garden,I Knew I Loved You,4:07,43
890,2000-07-29,SheDaisy,I Will.. But,3:40,70
891,2000-02-19,SheDaisy,This Woman Needs,3:20,70
892,2000-11-25,"Sheist, Shade",Where I Wanna Be,4:16,99
893,2000-09-23,Shyne,Bad Boyz,4:22,90
894,2000-07-15,"Simpson, Jessica",I Think I'm In Love ...,3:32,44
895,2000-04-15,"Simpson, Jessica",Where You Are,3:51,62
896,1999-12-04,Sisqo,Got To Get It,3:52,73
897,2000-07-08,Sisqo,Incomplete,3:52,61
898,2000-02-12,Sisqo,Thong Song,4:05,35
